Place,Parent,MapSheet,UF,BT
Longford,Qld Far West,G5408,,Windorah map area (Qld Far West SG54-08)
Bulimba,SE Qld,G5615,,Brisbane map area (SE Qld SG56-15)
Dartmoor,SW Vic,J5407,,Hamilton map area (W Vic SJ54-07)
Gonn Station,NW Vic,I5416,,Swan Hill map area (NW Vic SI54-16)
Naringaningalook / Naringaringalook,N Vic,J5502,Naringaringalook,Wangaratta map area (N Vic SJ55-02)
Conoble,NW NSW,I5501,,Ivanhoe map area (NW NSW SI55-01)
Cape Van Diemen,Qld Gulf Wellesley Islands,E5401,"Van Diemen, Cape;Diemen, Cape Van",Mornington Island (Qld Gulf Wellesley Islands SE54-01)
Ulpara / Mount Crombie,SA Central Australia,G5212,Mount Crombie,Woodroffe map area (SA Central Australia SG52-12)
Ercildoune,W Vic,J5408,,Ballarat map area (W Vic SJ54-08)
Gochan Jiny-Jirra,Central Arnhem Land NT ,D5302,,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)"
Tanunda,SE SA,I5409,,Adelaide map area (SE SA SI54-09)
Port Molle,E Qld,F5510,,Galilee map area (E Qld SF55-10)
West Hill,E Qld,F5609,,Port Clinton map area (E Qld SF56-09)
Carnegie,Little Sandy Desert WA,G5109,,Wiluna map area (Little Sandy Desert WA SG51-09)
Tarranggiri / White Patch,SE Qld ,G5615,White Patch,"Bribie Island (SE Qld SG56-15, SG56-10)"
Tarranggiri / White Patch,SE Qld ,G5610,White Patch,"Bribie Island (SE Qld SG56-15, SG56-10)"
Tanganalun / Salt Creek,SE SA,I5413,Salt Creek,Barker map area (SE SA SI54-13)
Parnka,SE SA,I5413,,Barker map area (SE SA SI54-13)
Keith,SE SA,J5402,,Naracoorte map area (SE SA SJ54-02)
Bulls Island,SE SA,J5402,,Naracoorte map area (SE SA SJ54-02)
Mount Monster,SE SA,J5402,,Naracoorte map area (SE SA SJ54-02)
Watervale,SE SA,I5405,,Burra map area (SE SA SI54-05)
Mount Trefle Rockshelter,NSW,I5605,,Sydney map area (NSW SI56-05)
Lake Hope,NE SA,H5401,,Kopperamanna map area (NE SA SH54-01)
Umberatana,NE SA Flinders Ranges,H5409,,Copley map area (NE SA Flinders Ranges SH54-09)
Green Island,Tas ,K5501,,"Bass Strait Islands (Tas SK55-01, SK55-02)"
Guncarriage Island,Tas ,K5501,,"Bass Strait Islands (Tas SK55-01, SK55-02)"
Yallabunnin,WA West Kimberley,E5110,,Lagrange map area (WA West Kimberley SE51-10)
Metco,SE SA,I5409,,Adelaide map area (SE SA SI54-09)
Tomkinson Ranges,SA Central Australia,G5211,,Mann map area (SA Central Australia SG52-11)
Claremont,Perth SW WA,H5014,,Perth map area (SW WA SH50-14)
Kananganja / Mount King,WA East Kimberley,E5206,"King, Mount;Mount King",Lansdowne map area (East Kimberley WA SE52-05)
Mount William,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Junction Waterhole,Central NT,F5303,,Frew River map area (Central NT SF53-03)
Yackandandah,N Vic,J5502,,Wangaratta map area (N Vic SJ55-02)
Paraputcheri Waterhole,Qld Far West,G5402,"Waterhole, Paraputcheri",Machattie map area (Qld Far West SG54-02)
Blue Labyrinth,Blue Mountains W Sydney NSW,I5605,,Blue Mountains (W Sydney NSW SI56-05)
Red Hands Cave,Blue Mountains W Sydney NSW,I5605,,Blue Mountains (W Sydney NSW SI56-05)
Dry Creek,Melbourne Vic,J5505,,Melbourne map area (Vic SJ55-05)
Tanderra,SW Qld,G5503,,Springsure map area (SW Qld SG55-03)
Cape Preston,WA West Pilbara,F5003,"Preston, Cape",Roebourne map area (WA West Pilbara SF50-03)
Yilgarn,SW WA,H5016,,Southern Cross map area (SW WA SH50-16)
Mackay Range,WA Gascoyne / Murchison,G5015,,Cue map area (WA Gascoyne / Murchison SG50-15)
Kubbur Waterhole,N NSW,H5514,,Cobar map area (N NSW SH55-14)
Bagura / Blue Lake,SE Qld,G5615,Blue Lake,Minjerribah / North Stradbroke Island (SE Qld SG56-15)
Goolarabooloo Millibinyari Community,WA West Kimberley,E5106,,Broome map area (WA West Kimberley SE51-06)
Burrangong,SW NSW,I5511,,Cootamundra map area (SW NSW SI55-11)
Carinda,N NSW,H5511,,Walgett map area (N NSW SH55-11)
Bauhinia,SW Qld,G5504,,Baralaba map area (SW Qld SG55-04)
Budgewoi,NSW,I5605,,Sydney map area (NSW SI56-05)
Broadford,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Mount Wanungara,SE Qld,G5615,,Brisbane map area (SE Qld SG56-15)
Chelsea,Vic,J5509,,Queenscliff map area (Vic SJ55-09)
Balfour Downs,WA East Pilbara,F5109,,Balfour Downs map area (WA East Pilbara SF51-09)
Burrumbeep Hill,W Vic,J5408,"Hill, Burrumbeep",Ballarat map area (W Vic SJ54-08)
Yea,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Tuggerah Lake,NSW,I5605,,Sydney map area (NSW SI56-05)
Serpentine,NW Vic,J5404,,St Arnaud map area (NW Vic SJ54-04)
Wedderburn,NW Vic,J5404,,St Arnaud map area (NW Vic SJ54-04)
Lambells Lagoon,NT Top End,D5204,,Darwin map area (NT Top End SD52-04)
Garnawala,North NT,D5216,,Delamere map area (North NT SD52-16)
Croppa Creek,N NSW,H5605,,Inverell map area (N NSW SH56-05)
Yallaroi,N NSW,H5605,,Inverell map area (N NSW SH56-05)
Tulloona,N NSW,H5601,,Goondiwindi map area (N NSW SH56-01)
Croydon,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Piangil,NW Vic,I5416,,Swan Hill map area (NW Vic SI54-16)
Winchelsea,W Vic,J5412,,Colac map area (W Vic SJ54-12)
Point Lonsdale,Vic,J5509,,Queenscliff map area (Vic SJ55-09)
Nunawading,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Subiaco,SW WA,H5014,,Perth map area (SW WA SH50-14)
Murchison House Station,WA Gascoyne / Murchison,G5013,Bulimaya;Purlimaya;Booleemaia,Ajana map area (WA Gascoyne / Murchison SG50-13)
Ajana / Mount View Station,WA Gascoyne / Murchison,G5013,Mount View Station,Ajana map area (WA Gascoyne / Murchison SG50-13)
Pennyroyal,W Vic,J5412,,Colac map area (W Vic SJ54-12)
Mount Morgans,SE WA Goldfields,H5102,"Morgans, Mount",Laverton map area (SE WA Goldfields SH51-02)
De Grey Station,WA East Pilbara,F5004,,Port Hedland map area (WA East Pilbara SF50-04)
Bennet Brook,SW WA,H5014,,Perth map area (SW WA SH50-14)
Inglestone,SW Qld,G5516,,Surat map area (SW Qld SG55-16)
Moonie,SE Qld,G5613,,Dalby map area (SE Qld SG56-13)
Rheola,NW Vic,J5404,,St Arnaud map area (NW Vic SJ54-04)
Inglewood,NW Vic,J5404,,St Arnaud map area (NW Vic SJ54-04)
Halbury,SE SA,I5409,,Adelaide map area (SE SA SI54-09)
Ingleba,N NSW,H5613,,Tamworth map area (N NSW SH56-13)
Pine Lodge,N Vic,J5502,,Wangaratta map area (N Vic SJ55-02)
Bunbartha,N Vic,J5501,,Bendigo map area (N Vic SJ55-01)
Maldon,N Vic,J5501,,Bendigo map area (N Vic SJ55-01)
Bibra Lake,SW WA,I5002,,Pinjarra map area (SW WA SI50-02)
Lake Minninup,SW WA,I5006,,Collie map area (SW WA SI50-06)
Kalbar,SE Qld,G5614,,Ipswich map area (SE Qld SG56-14)
Cania,SE Qld,G5601,,Monto map area (SE Qld SG56-01)
Dora Dora,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Spalding,SE SA,I5405,,Burra map area (SE SA SI54-05)
Euromina,SE SA,I5405,,Burra map area (SE SA SI54-05)
Washpool,SE SA,I5405,,Burra map area (SE SA SI54-05)
Clarendon,SE SA,I5413,,Barker map area (SE SA SI54-13)
Alexandria,Inner Sydney NSW,I5605,,Sydney (NSW SI56-05)
Mount Korong,NW Vic,J5404,,St Arnaud map area (NW Vic SJ54-04)
Yanjilpiri,South Central NT,F5212,,Mount Doreen map area (South Central NT SF52-12)
Panma,South Central NT,F5212,,Mount Doreen map area (South Central NT SF52-12)
Fish Point,NW Vic,I5416,"Point, Fish",Swan Hill map area (NW Vic SI54-16)
Wandiligong,N Vic,J5502,,Wangaratta map area (N Vic SJ55-02)
Melton,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Guilderton,SW WA,H5014,,Perth map area (SW WA SH50-14)
Lancelin,SW WA,H5014,,Perth map area (SW WA SH50-14)
Beechina,SW WA,H5014,,Perth map area (SW WA SH50-14)
Kutalayna,E Tas,K5506,,Oatlands map area (E Tas SK55-06)
Camp Coorong,SE SA,I5413,,Barker map area (SE SA SI54-13)
Springvale,N NSW,I5504,,Dubbo map area (N NSW SI55-04)
Waldrona,SW Qld,G5512,,Roma map area (SW Qld SG55-12)
Kalipinypa,South Central NT,F5215,,Mount Rennie map area (South Central NT SF52-15)
Kilmore,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Inman Valley,SE SA,I5413,,Barker map area (SE SA SI54-13)
Bicheno,E Tas,K5506,,Oatlands map area (E Tas SK55-06)
Woodside,E Vic Gippsland,J5510,,Warragul map area (E Vic Gippsland SJ55-10)
McLoughlins Beach,E Vic Gippsland,J5510,,Warragul map area (E Vic Gippsland SJ55-10)
Port Campbell,W Vic,J5412,,Colac map area (W Vic SJ54-12)
Cobden,W Vic,J5412,,Colac map area (W Vic SJ54-12)
Timboon,W Vic,J5412,,Colac map area (W Vic SJ54-12)
Princetown,W Vic,J5412,,Colac map area (W Vic SJ54-12)
Kanyaka,SE SA,I5401,,Orroroo map area (SE SA SI54-01)
Meckering,SW WA,H5015,,Kellerberrin map area (SW WA SH50-15)
Eden Park,Vic,J5505,,Melbourne (Vic SJ55-05)
Diamond Creek,Vic,J5505,,Melbourne (Vic SJ55-05)
Kingslake,Vic,J5505,,Melbourne (Vic SJ55-05)
Yan Yean,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Woolaning,NT Top End,D5204,,Darwin map area (NT Top End SD52-04)
Eromanga,Qld Far West,G5412,,Eromanga map area (Qld Far West SG54-12)
Emu Creek,SE Qld,G5614,,Ipswich map area (SE Qld SG56-14)
Bulanjarr,"WA Fitzroy River, West Kimberley",E5111,,"Mount Anderson map area (WA Fitzroy River, West Kimberley SE51-11)"
Ngarantjadu,Central WA Great Sandy Desert,E5213,,Mount Bannerman map area (Central WA Great Sandy Desert SE52-13)
Yulumbu,East Kimberley WA,E5205,,Lansdowne map area (East Kimberley WA SE52-05)
Djarworrada,WA West Kimberley,D5116,,Prince Regent map area (WA West Kimberley SD51-16)
Kandiwal,WA West Kimberley,D5112,,Montague Sound map area (WA West Kimberley SD51-12)
Echidnas Rest,NE Qld,E5505,,Atherton map area (NE Qld SE55-05)
Merino,W Vic,J5407,,Hamilton map area (W Vic SJ54-07)
Spencer,NSW,I5605,,Sydney map area (NSW SI56-05)
Bridgeman Downs,SE Qld,G5615,,Brisbane map area (SE Qld SG56-15)
Eatons Hill,SE Qld,G5615,,Brisbane map area (SE Qld SG56-15)
Albany Creek,SE Qld,G5615,,Brisbane map area (SE Qld SG56-15)
Greta,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Liru Walk,South Central NT,G5208,,Ayers Rock map area (South Central NT SG52-08)
Flaxman Valley,SE SA,I5409,,Adelaide map area (SE SA SI54-09)
Kergunyah,E Vic,J5503,,Tallangatta map area (E Vic SJ55-03)
Mudgegonga,N Vic,J5502,,Wangaratta map area (N Vic SJ55-02)
Muyinnga,Central WA Great Sandy Desert,F5214,,Macdonald map area (Central WA Great Sandy Desert SF52-14)
Wirnpa,Percival Lakes Great Sandy Desert WA,F5107,,Sahara map area (Great Sandy Desert WA SF51-07)
Lungarung,Great Sandy Desert WA,F5107,,Sahara map area (Great Sandy Desert WA SF51-07)
Oakajee,SW WA,H5001,,Geraldton map area (SW WA SH50-01)
Malandarri,North NT,E5303,,Bauhinia Downs map area (North NT SE53-03)
Wentworthville,W Sydney,I5605,,Sydney map area (NSW SI56-05)
Caulfield,SW Melbourne Vic,J5505,,Melbourne map area (Vic SJ55-05)
Glenaroua,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Wilgena,West SA,H5310,,Tarcoola map area (West SA SH53-10)
Goorangoola,NSW N Coast,I5601,,Singleton map area (NSW N Coast SI56-01)
Sofala,SW NSW,I5508,,Bathurst map area (SW NSW SI55-08)
Widgee,SE Qld,G5610,,Gympie map area (SE Qld SG56-10)
Essendon,N Melbourne Vic,J5505,,Melbourne map area (Vic SJ55-05)
Gunamula,Qld Gulf,E5405,,Westmoreland map area (Qld Gulf SE54-05)
Maludayi,Mainland Qld Gulf,E5406,,Burketown map area (Mainland Qld Gulf SE54-06)
Glen Wills,E Vic Gippsland,J5503,,Tallangatta map area (E Vic SJ55-03)
Isisford,SW Qld,G5501,,Blackall map area (SW Qld SG55-01)
Stanley,NW Tas,K5503,,Burnie map area (NW Tas SK55-03)
Kew,Melbourne Vic,J5505,,Melbourne map area (Vic SJ55-05)
Toolamba,N Vic,J5501,,Bendigo map area (N Vic SJ55-01)
Annandale,Inner west Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Zetland,Inner south Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Collerina,N NSW,H5506,,Enngonia map area (N NSW SH55-06)
Walwa,E Vic,J5503,,Tallangatta map area (E Vic SJ55-03)
Biggenden,SE Qld,G5606,,Maryborough map area (SE Qld SG56-06)
Marthaguy,N NSW,H5515,,Nyngan map area (N NSW SH55-15)
Eumemmering,Melbourne Vic,J5509,,Queenscliff map area (Vic SJ55-09)
Drovers Rest,WA East Pilbara,F5004,,Port Hedland map area (WA East Pilbara SF50-04)
Wahluu / Mount Panorama,SW NSW,I5508,Mount Panorama,Bathurst map area (SW NSW SI55-08)
Bangadang,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Nawi Cove,NSW,I5605,,Sydney map area (NSW SI56-05)
Winda Winda Creek,Qld NW Cape York,D5403,,Weipa map area (Qld NW Cape York SD54-03)
Eneabba,SW WA,H5005,,Dongara map area (SW WA SH50-05)
Hahndorf,SE SA,I5413,,Barker map area (SE SA SI54-13)
Balingura,Central Arnhem Land NT ,D5302,,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)"
Bundatharri,Central Arnhem Land NT ,D5302,,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)"
Borogomarra,Central Arnhem Land NT ,D5302,,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)"
Mangu,Central Arnhem Land NT ,D5302,,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)"
Rutherglen,N Vic,J5502,,Wangaratta map area (N Vic SJ55-02)
Yourambulla Caves,NE SA Flinders Ranges,H5413,,Parachilna map area (NE SA Flinders Ranges SH54-13)
Sydenham,Inner west Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Tilpa,NW NSW,H5509,,Louth map area (NW NSW SH55-09)
Woolloomooloo,Inner east Sydney,I5605,,Sydney map area (NSW SI56-05)
Marion,SE SA,I5413,,Barker map area (SE SA SI54-13)
Warriparri,SE SA,I5413,,Barker map area (SE SA SI54-13)
Sturt River,SE SA,I5413,,Barker map area (SE SA SI54-13)
Heytesbury Lower,W Vic,J5412,,Colac map area (W Vic SJ54-12)
Curdievale,W Vic,J5412,,Colac map area (W Vic SJ54-12)
Mara Mamba,WA West Pilbara,F5011,Maramamba,Mount Bruce map area (WA West Pilbara SF50-11)
West Angelas / West Angeles,WA East Pilbara,F5016,West Angeles,Newman map area (WA East Pilbara SF50-16)
Edgar Ranges,"WA Fitzroy River, West Kimberley",E5111,,"Mount Anderson map area (WA Fitzroy River, West Kimberley SE51-11)"
Cooke Plains,SE SA,I5414,,Pinnaroo map area (SE SA SI54-14)
Walkerville,SE SA,I5409,,Adelaide map area (SE SA SI54-09)
Tarcutta,SW NSW,I5515,,Wagga Wagga map area (SW NSW SI55-15)
Box Hill,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Pundulmurra,WA East Pilbara,F5004,,Port Hedland map area (WA East Pilbara SF50-04)
Wisemans Ferry,NSW,I5605,,Sydney map area (NSW SI56-05)
Sackville,NSW,I5605,,Sydney map area (NSW SI56-05)
Koolewong,NSW,I5605,,Sydney map area (NSW SI56-05)
Lisarow,NSW,I5605,,Sydney map area (NSW SI56-05)
Narara,NSW,I5605,,Sydney map area (NSW SI56-05)
Benambra,E Vic Gippsland,J5503,,Tallangatta map area (E Vic SJ55-03)
Springvale,Vic Melbourne,J5505,,Melbourne map area (Vic SJ55-05)
Poowong,E Vic Gippsland,J5510,,Warragul map area (E Vic Gippsland SJ55-10)
Welatje-Terre,South Central NT,F5314,Welatye-Therre,Alice Springs map area (South Central NT SF53-14)
Injalkaljanama,South Central NT,F5314,Injalkal Janama;Intjalkelejaname,Alice Springs map area (South Central NT SF53-14)
Ensay,E Vic Gippsland,J5507,,"Bairnsdale / Sale map areas (E Vic Gippsland SJ55-07, SJ55-11)"
Sunshine,Vic Melbourne,J5505,,Melbourne map area (Vic SJ55-05)
Thule,SW NSW,I5513,,Deniliquin map area (SW NSW SI55-13)
Binningup,SW WA,I5006,,Collie map area (SW WA SI50-06)
Australind,SW WA,I5006,,Collie map area (SW WA SI50-06)
Coomoo Coomoo,N NSW,H5613,,Tamworth map area (N NSW SH56-13)
Yarraman,N NSW,H5613,,Tamworth map area (N NSW SH56-13)
Davey River,SW Tas,K5507,,South West Tasmania (SW Tas SK55-07)
Wanderer River,SW Tas,K5507,,South West Tasmania (SW Tas SK55-07)
Jane River,SW Tas,K5507,,South West Tasmania (SW Tas SK55-07)
Sprent River,SW Tas,K5507,,South West Tasmania (SW Tas SK55-07)
Saddle Ridge,Kakadu NT,D5305,,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)"
Plumtree Creek,NT ,D5301,,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)"
Plumtree Creek,NT ,D5305,,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)"
Kensington,South Sydney,I5605,,Sydney map area (NSW SI56-05)
Caurnamont,SE SA,I5410,,Renmark map area (SE SA SI54-10)
Ben Lomond Mine,NE Qld,E5514,,Townsville map area (NE Qld SE55-14)
Wardang Island,SE SA,I5312,,"Yorke Peninsula / Maitland map area (SE SA SI53-12, SI53-16)"
Darrajayin Hills,East Kimberley WA,E5206,,Dixon Range map area (East Kimberley WA SE52-06)
Ltalaltuma / Gilbert Springs,South Central NT,F5313,Gilbert Springs,Hermannsburg map area (South Central NT SF53-13)
Ginninderra,ACT,I5516,,Australian Capital Territory (ACT SI55-16)
Steep Island,WA West Kimberley,E5102,,Pender map area (WA West Kimberley SE51-02)
Freshwater Cove,WA West Kimberley,E5102,,Pender map area (WA West Kimberley SE51-02)
Turalla,S NSW,I5516,,"Canberra map area (ACT, S NSW SI55-16)"
Bentleigh,SW Melbourne,J5505,,Melbourne map area (Vic SJ55-05)
Jericho,E Tas,K5506,,Oatlands map area (E Tas SK55-06)
Oatlands,E Tas,K5506,,Oatlands map area (E Tas SK55-06)
Tusmore,Adelaide SA,I5409,,Adelaide map area (SE SA SI54-09)
Glenelg,SE Adelade SA,I5409,,Adelaide map area (SE SA SI54-09)
Wallacedale,W Vic,J5407,,Hamilton map area (W Vic SJ54-07)
Murray Mallee,SE SA ,I5410,,Renmark map area (SE SA SI54-10);Pinnaroo map area (SE SA SI54-14)
Murray Mallee,SE SA ,I5414,,Renmark map area (SE SA SI54-10);Pinnaroo map area (SE SA SI54-14)
Point Blane Peninsula,East Arnhem Land NT,D5307,,Blue Mud Bay map area (East Arnhem Land NT SD53-07)
Maida Vale,W Perth,H5014,,Perth map area (SW WA SH50-14)
Toolbrunup,SW WA ,I5011,,"Mount Barker / Albany map areas (SW WA SI50-11, SI50-15)"
Honeymoon Gap,South Central NT,F5314,,Alice Springs map area (South Central NT SF53-14)
Hexham,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Mowbullan,SE Qld,G5614,,Ipswich map area (SE Qld SG56-14)
Richmond,SE Melbourne,J5505,,Melbourne map area (Vic SJ55-05)
Derbal Nara / Cockburn Sound,SW WA,I5002,Cockburn Sound;Derbal Nara,Pinjarra map area (SW WA SI50-02)
Tomaree National Park,NSW N Coast,I5602,,Newcastle map area (NSW N Coast SI56-02)
Mangrove Mountain,N Sydney,I5605,,Sydney map area (NSW SI56-05)
Nungatta,NSW Far S Coast,J5504,,Bega map area (NSW Far S Coast SJ55-04)
Pine Rivers,SE Qld,G5615,,Brisbane map area (SE Qld SG56-15)
Ganyjingarringunha / Solomon Hub,WA West Pilbara,F5011,Solomon Hub;Firetail,Mount Bruce map area (WA West Pilbara SF50-11)
Gisborne,Vic,J5505,,Melbourne map area (Vic SJ55-05)
Barrenjoey Peninsula,NE Sydney,I5605,,Sydney map area (NSW SI56-05)
Erskineville,Inner Sydney NSW,I5605,,Sydney map area (NSW SI56-05)
Mossman River,NE Qld,E5501,,Mossman map area (NE Qld SE55-01)
Dillybag Creek,Qld SE Cape York,D5513,,Cooktown map area (Qld SE Cape York SD55-13)
St George River,NE Qld,E5501,,Mossman map area (NE Qld SE55-01)
Kurlku,Great Sandy Desert WA,E5116,,Crossland map area (Great Sandy Desert WA SE51-16)
Gnangara,Perth SW WA,H5014,,Perth map area (SW WA SH50-14)
Thurgoona,SW NSW,J5502,,Wangaratta map area (N Vic SJ55-02)
Terowie,SE SA,I5405,,Burra map area (SE SA SI54-05)
Clunes,W Vic,J5408,,Ballarat map area (W Vic SJ54-08)
Woorre-Woorrem / Flying Fox Community,WA East Kimberley ,D5210,Flying Fox Community,"Medusa Banks / Cambridge Gulf map areas (WA East Kimberley SD52-10, SD52-14)"
Woorre-Woorrem / Flying Fox Community,WA East Kimberley ,D5214,Flying Fox Community,"Medusa Banks / Cambridge Gulf map areas (WA East Kimberley SD52-10, SD52-14)"
Barratts Lagoon,Qld SE Cape York,D5513,,Cooktown map area (Qld SE Cape York SD55-13)
Isabella Creek Falls,Qld SE Cape York,D5513,,Cooktown map area (Qld SE Cape York SD55-13)
Kumurrulu,West Arnhem Land NT,D5302,,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)"
Moana,SE SA,I5413,,Barker map area (SE SA SI54-13)
Nabbarla Kunindabba / Rocky Point,Outstation Central Arnhem Land NT,D5302,Rocky Point,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)"
Yikarrakkal,"Outstation, Central Arnhem Land NT",D5302,,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)"
Baffle Creek,SE Qld,G5602,,Bundaberg map area (SE Qld SG56-02)
Kipper Creek,SE Qld,G5614,,Ipswich map area (SE Qld SG56-14)
Petrie,SE Qld,G5610,,Gympie map area (SE Qld SG56-10)
Conondale,SE Qld,G5610,,Gympie map area (SE Qld SG56-10)
Alberton,SE Qld,G5610,,Brisbane map area (SE Qld SG56-15)
Tannymorel,SE Qld,G5610,,Gympie map area (SE Qld SG56-10)
Belconnen,Canberra ACT,I5516,,"Canberra map area (ACT, S NSW SI55-16)"
Gurgurra / Pyramid Hill,WA East Pilbara,F5007,Pyramid Hill,Pyramid map area (WA East Pilbara SF50-07)
South Hummocks,SE SA,I5409,,Adelaide map area (SE SA SI54-09)
Wunturrunha Pool,WA East Pilbara,F5007,Telegraph Pool,Pyramid map area (WA East Pilbara SF50-07)
Gurruynha Pool,WA East Pilbara,F5007,,Pyramid map area (WA East Pilbara SF50-07)
Nyiina Pool,WA East Pilbara,F5007,,Pyramid map area (WA East Pilbara SF50-07)
Bindunha Pool,WA East Pilbara,F5007,,Pyramid map area (WA East Pilbara SF50-07)
Wurrunha Pool,WA East Pilbara,F5007,Tapas Pool,Pyramid map area (WA East Pilbara SF50-07)
Madabri Pool,WA East Pilbara,F5007,,Pyramid map area (WA East Pilbara SF50-07)
Mathanygurra Pool,WA East Pilbara,F5007,Rocky Pool,Pyramid map area (WA East Pilbara SF50-07)
Wandiwagari Pool,WA East Pilbara,F5007,,Pyramid map area (WA East Pilbara SF50-07)
Gurnanananra Pool,WA East Pilbara,F5007,Kunanganarra,Pyramid map area (WA East Pilbara SF50-07)
Kunaguna Pool,WA East Pilbara,F5007,Catfish Pool;Thayanggurl Pool,Pyramid map area (WA East Pilbara SF50-07)
