000,001,008,035$a,040$a,040$b,040$c,040$e,191$a,491$a,591$w,591$a,670$a 
00410nz  a2200133n  4500,XX169517\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160106n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX169517,AIAS,,AIAS,,Isisford (SW Qld SG55-01),,g,Blackall map area (SW Qld SG55-01),"Barcoo saga , 1975"
00463nz  a2200133n  4500,XX169539\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160107n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX169539,AIAS,,AIAS,,Stanley (NW Tas SK55-03),,g,Burnie map area (NW Tas SK55-03),A short history of the Circular Head and its pioneers 
00412nz  a2200133n  4500,XX169674\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160113n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX169674,AIAS,,AIAS,,Kew (Melbourne Vic SJ55-05),,g,Melbourne map area (Vic SJ55-05),A history of Kew 
00430nz  a2200133n  4500,XX169681\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160113n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX169681,AIAS,,AIAS,,Toolamba (N Vic SJ55-01),,g,Bendigo map area (N Vic SJ55-01),"Heart of the valley , c1983"
00447nz  a2200133n  4500,XX169744\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160115n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX169744,AIAS,,AIAS,,Annandale (Inner west Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),Malaluba Gumana [and] Djirrarra Wunungmurra 
00390nz  a2200133n  4500,XX169762\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160115n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX169762,AIAS,,AIAS,,Zetland (Inner south Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),Brothers
00401nz  a2200133n  4500,XX169834\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160120n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX169834,AIAS,,AIAS,,Collerina (N NSW SH55-06),,g,Enngonia map area (N NSW SH55-06),Barranbinya cultural value map
00409nz  a2200133n  4500,XX170076\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160127n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170076,AIAS,,AIAS,,Walwa (E Vic SJ55-03),,g,Tallangatta map area (E Vic SJ55-03),Outback vets 
00467nz  a2200133n  4500,XX170158\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160129n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170158,AIAS,,AIAS,,Biggenden (SE Qld SG56-06),,g,Maryborough map area (SE Qld SG56-06),"Biggendens beginnings, the pastoral background , [1981]"
00462nz  a2200133n  4500,XX170168\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160129n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170168,AIAS,,AIAS,,Marthaguy (N NSW SH55-15),,g,Nyngan map area (N NSW SH55-15),"Settlers on the Marthaguy in western New South Wales , 1981"
00419nz  a2200133n  4500,XX170184\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160129n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170184,AIAS,,AIAS,,Port Sorell (NE Tas SK55-04),,g,Launceston map area (NE Tas SK55-04),"North Down , 1972"
00430nz  a2200133n  4500,XX170199\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160129n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170199,AIAS,,AIAS,,Eumemmering (Melbourne Vic SJ55-09),,g,Queenscliff map area (Vic SJ55-09),"Call back yesterday , 1972"
00540nz  a2200133n  4500,XX170530\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160205n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170530,AIAS,,AIAS,,Drovers Rest (WA East Pilbara SF50-04),,g,Port Hedland map area (WA East Pilbara SF50-04),"Drovers Rest community plan , 1994"
00484nz  a2200145n  4500,XX170599\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160208n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170599,AIAS,,AIAS,,Wahluu / Mount Panorama (SW NSW SI55-08),Mount Panorama (SW NSW SI55-08),g,Bathurst map area (SW NSW SI55-08),Dual name for Mount Panorama 
00421nz  a2200133n  4500,XX170604\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160208n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170604,AIAS,,AIAS,,Bangadang (SW NSW SI55-15),,g,Wagga Wagga map area (SW NSW SI55-15),Canberra Nature Park 
00406nz  a2200133n  4500,XX170605\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160208n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170605,AIAS,,AIAS,,Nawi Cove (NSW SI56-05),,g,Sydney map area (NSW SI56-05),News from the GNB... 
00491nz  a2200133n  4500,XX170797\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160211n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170797,AIAS,,AIAS,,Winda Winda Creek (Qld NW Cape York SD54-03),,g,Weipa map area (Qld NW Cape York SD54-03),Australian Exceptionalism in the Typology of Affinal Avoidance Registers
00489nz  a2200133n  4500,XX170911\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160215n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170911,AIAS,,AIAS,,Eneabba (SW WA SH50-05),,g,Dongara map area (SW WA SH50-05),"An ecological survey of the Kwongan south of Eneabba, Western Australia , 1981"
00488nz  a2200133n  4500,XX170923\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160216n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170923,AIAS,,AIAS,,Kunghur (NSW N Coast SH56-03),,g,Tweed Heads map area (NSW N Coast SH56-03),"An archaeological survey of Mebbin Springs, N.W. of Murwillumbah, N.S.W. "
00421nz  a2200133n  4500,XX170970\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160217n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX170970,AIAS,,AIAS,,Hahndorf (SE SA SI54-13),,g,Barker map area (SE SA SI54-13),The story of an earnest life 
00311nz  a2200097n  4500,,160217\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX171003,AIAS,,,,"Balingura (Central Arnhem Land NT SD53-02, SC53-14)",,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313nz  a2200097n  4500,,160217\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX171004,AIAS,,,,"Bundatharri (Central Arnhem Land NT SD53-02, SC53-14)",,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00313nz  a2200097n  4500,,160217\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX171005,AIAS,,,,"Borogomarra (Central Arnhem Land NT SD53-02, SC53-14)",,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00307nz  a2200097n  4500,,160217\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX171006,AIAS,,,,"Mangu (Central Arnhem Land NT SD53-02, SC53-14)",,g,"Milingimbi / Junction Bay map areas (Central Arnhem Land NT SD53-02, SC53-14)",
00446nz  a2200133n  4500,XX171124\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160222n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171124,AIAS,,AIAS,,Rutherglen (N Vic SJ55-02),,g,Wangaratta map area (N Vic SJ55-02),"Rutherglen, a history of town and district , 1985"
00283nz  a2200097n  4500,,160223\\\\\\\\\\\\\\\\\\\\\\\\\\\a\\\\\\,XX171192,AIAS,,,,Yourambulla Caves (NE SA Flinders Ranges SH54-13),,g,Parachilna map area (NE SA Flinders Ranges SH54-13),
00457nz  a2200133n  4500,XX171198\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160223n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171198,AIAS,,AIAS,,Sydenham (Inner west Sydney NSW SI56-05),,g,Sydney map area (NSW SI56-05),Once upon a long ago 
00441nz  a2200133n  4500,XX171200\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160223n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171200,AIAS,,AIAS,,Tilpa (NW NSW SH55-09),,g,Louth map area (NW NSW SH55-09),Once upon a long ago 
00445nz  a2200133n  4500,XX171267\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160224n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171267,AIAS,,AIAS,,Woolloomooloo (Inner east Sydney SI56-05),,g,Sydney map area (NSW SI56-05),Frances Belle Parker 
00403nz  a2200121n  4500,XX171431\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160229n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171431,AIAS,,AIAS,,Marion (SE SA SI54-13),,g,Barker map area (SE SA SI54-13),The history of Marion on the Sturt 
00407nz  a2200121n  4500,XX171432\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160229n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171432,AIAS,,AIAS,,Warriparri (SE SA SI54-13),,g,Barker map area (SE SA SI54-13),The history of Marion on the Sturt 
00408nz  a2200121n  4500,XX171433\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160229n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171433,AIAS,,AIAS,,Sturt River (SE SA SI54-13),,g,Barker map area (SE SA SI54-13),The history of Marion on the Sturt 
00404nz  a2200121n  4500,XX171472\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160229n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171472,AIAS,,AIAS,,Heytesbury Lower (W Vic SJ54-12),,g,Colac map area (W Vic SJ54-12),"Death of a forest , 1974"
00398nz  a2200121n  4500,XX171473\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160229n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171473,AIAS,,AIAS,,Curdievale (W Vic SJ54-12),,g,Colac map area (W Vic SJ54-12),"Death of a forest , 1974"
00541nz  a2200133n  4500,XX171487\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160229n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171487,AIAS,,AIAS,,Mara Mamba (WA West Pilbara SF50-11),Maramamba (WA West Pilbara SF50-11),g,Mount Bruce map area (WA West Pilbara SF50-11),An archaeological survey of T.R 6998 and 6999 
00627nz  a2200133n  4500,XX171492\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160229n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171492,AIAS,,AIAS,,West Angelas / West Angeles (WA East Pilbara SF50-16),West Angeles (WA East Pilbara SF50-16),g,Newman map area (WA East Pilbara SF50-16),An archaeological survey of the proposed railway line route West Angelas project Part 1 306 km peg to mine site 
00296nz  a2200085n  4500,,160303\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX171637,,,,,"Edgar Ranges (WA Fitzroy River, West Kimberley SE51-11)",,g,"Mount Anderson map area (WA Fitzroy River, West Kimberley SE51-11)",
00391nz  a2200121n  4500,XX171735\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160307n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171735,AIAS,,AIAS,,Cooke Plains (SE SA SI54-14),,g,Pinnaroo map area (SE SA SI54-14),"A diverse land , 1988"
00403nz  a2200121n  4500,XX171773\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160308n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171773,AIAS,,AIAS,,Walkerville (SE SA SI54-09),,g,Adelaide map area (SE SA SI54-09),"John Walkers village , 1974"
00398nz  a2200121n  4500,XX171782\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160308n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171782,AIAS,,AIAS,,Tarcutta (SW NSW SI55-15),,g,Wagga Wagga map area (SW NSW SI55-15),A history of Wagga Wagga 
00390nz  a2200121n  4500,XX171789\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160308n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171789,AIAS,,AIAS,,Box Hill (Vic SJ55-05),,g,Melbourne map area (Vic SJ55-05),A tale of Box Hill 
00495nz  a2200121n  4500,XX171809\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160308n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171809,AIAS,,AIAS,,Pundulmurra (WA East Pilbara SF50-04),,g,Port Hedland map area (WA East Pilbara SF50-04),"Minutes of the 10th Pilbara Aboriginal Bush Meeting held at Coongan Crossing, Marble Bar on 17th & 18th September, 1977"
00389nz  a2200121n  4500,XX171819\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160308n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171819,AIAS,,AIAS,,Wisemans Ferry (NSW SI56-05),,g,Sydney map area (NSW SI56-05),A Hawkesbury story 
00410nz  a2200133n  4500,XX171820\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160308n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171820,AIAS,eng,AIAS,,Sackville (NSW SI56-05),,g,Sydney map area (NSW SI56-05),A Hawkesbury story 
00406nz  a2200121n  4500,XX171828\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160308n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171828,AIAS,,AIAS,,Koolewong (NSW SI56-05),,g,Sydney map area (NSW SI56-05),Gosford and the Henry Kendall country
00404nz  a2200121n  4500,XX171829\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160308n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171829,AIAS,,AIAS,,Lisarow (NSW SI56-05),,g,Sydney map area (NSW SI56-05),Gosford and the Henry Kendall country
00429nz  a2200133n  4500,XX171831\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160309n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171831,AIAS,eng,AIAS,,Narara (NSW SI56-05),,g,Sydney map area (NSW SI56-05),Gosford and the Henry Kendall country
00454nz  a2200133n  4500,XX171856\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160309n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171856,AIAS,eng,AIAS,,Benambra (E Vic Gippsland SJ55-03),,g,Tallangatta map area (E Vic SJ55-03),"Pioneers of the Omeo district , 1968"
00441nz  a2200133n  4500,XX171863\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160309n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171863,AIAS,eng,AIAS,,Springvale (Vic Melbourne SJ55-05),,g,Melbourne map area (Vic SJ55-05),A history of the city of Springvale 
00423nz  a2200121n  4500,XX171869\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160309n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171869,AIAS,,AIAS,,Poowong (E Vic Gippsland SJ55-10),,g,Warragul map area (E Vic Gippsland SJ55-10),"Pack-tracks to pastures , 1974"
00341nz  a2200109n  4500,,160309\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX171875,AIAS,eng,AIAS,,Welatje-Terre (South Central NT SF53-14),Welatye-Therre (South Central NT SF53-14),g,Alice Springs map area (South Central NT SF53-14),
00350nz  a2200097n  4500,,160309\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX171876,,,,,Injalkaljanama (South Central NT SF53-14),Injalkal Janama (South Central NT SF53-14);Intjalkelejaname (South Central NT SF53-14),g,Alice Springs map area (South Central NT SF53-14),
00507nz  a2200133n  4500,XX171888\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160310n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171888,AIAS,eng,AIAS,,Ensay (E Vic Gippsland SJ55-07),,g,"Bairnsdale / Sale map areas (E Vic Gippsland SJ55-07, SJ55-11)","Echoes from the mountains and history of the Omeo Shire Council , 1969]"
00439nz  a2200133n  4500,XX171964\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160311n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171964,AIAS,eng,AIAS,,Sunshine (Vic Melbourne SJ55-05),,g,Melbourne map area (Vic SJ55-05),"Glimpses of early Sunshine , 1979"
00417nz  a2200133n  4500,XX171995\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160315n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX171995,AIAS,eng,AIAS,,Thule (SW NSW SI55-13),,g,Deniliquin map area (SW NSW SI55-13),Walking with time 
00428nz  a2200133n  4500,XX172017\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160315n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172017,AIAS,eng,AIAS,,Binningup (SW WA SI50-06),,g,Collie map area (SW WA SI50-06),"They made their destiny , 1979"
00434nz  a2200133n  4500,XX172018\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160315n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172018,AIAS,eng,AIAS,rda,Australind (SW WA SI50-06),,g,Collie map area (SW WA SI50-06),"They made their destiny , 1979"
00474nz  a2200133n  4500,XX172220\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160322n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172220,AIAS,eng,AIAS,,Coomoo Coomoo (N NSW SH56-13),,g,Tamworth map area (N NSW SH56-13),"Settlement and development of Blackville, Yarraman, Coomoo Coomoo areas"
00469nz  a2200133n  4500,XX172223\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160322n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172223,AIAS,eng,AIAS,,Yarraman (N NSW SH56-13),,g,Tamworth map area (N NSW SH56-13),"Settlement and development of Blackville, Yarraman, Coomoo Coomoo areas"
00205nz  a2200073n  4500,,160323\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX172288,,,,,Davey River (SW Tas SK55-07),,g,South West Tasmania (SW Tas SK55-07),
00208nz  a2200073n  4500,,160323\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX172289,,,,,Wanderer River (SW Tas SK55-07),,g,South West Tasmania (SW Tas SK55-07),
00204nz  a2200073n  4500,,160323\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX172290,,,,,Jane River (SW Tas SK55-07),,g,South West Tasmania (SW Tas SK55-07),
00206nz  a2200073n  4500,,160323\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX172291,,,,,Sprent River (SW Tas SK55-07),,g,South West Tasmania (SW Tas SK55-07),
00225nz  a2200073n  4500,,160323\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX172292,,,,,Saddle Ridge (Kakadu NT SD53-05),,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00229nz  a2200073n  4500,,160323\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX172295,,,,,"Plumtree Creek (NT SD53-01, SD53-05)",,g,"Kakadu / Alligator Rivers area (NT SD53-01, SD53-05)",
00456nz  a2200133n  4500,XX172354\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160329n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172354,AIAS,eng,AIAS,,Kensington (South Sydney SI56-05),,g,Sydney map area (NSW SI56-05),Conference program and abstracts 
00425nz  a2200133n  4500,XX172366\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160330n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172366,AIAS,eng,AIAS,,Caurnamont (SE SA SI54-10),,g,Renmark map area (SE SA SI54-10),COWA surveys and bibliographies Area 22 Australia
00209nz  a2200073n  4500,,160408\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX172653,,,,,Ben Lomond Mine (NE Qld SE55-14),,g,Townsville map area (NE Qld SE55-14),
00231nz  a2200073n  4500,,160408\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX172655,,,,,Wardang Island (SE SA SI53-12),,g,"Yorke Peninsula / Maitland map area (SE SA SI53-12, SI53-16)",
00448nz  a2200121n  4500,XX172804\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160414n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172804,AIAS,,AIAS,,Darrajayin Hills (East Kimberley WA SE52-06),,g,Dixon Range map area (East Kimberley WA SE52-06),NATSIAA pick of the crop 
00497nz  a2200145n  4500,XX172822\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160414n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172822,AIAS,eng,AIAS,,Ltalaltuma / Gilbert Springs (South Central NT SF53-13),Gilbert Springs (South Central NT SF53-13),g,Hermannsburg map area (South Central NT SF53-13),Malbangka country
00445nz  a2200133n  4500,XX172966\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160420n|\acznnaabn\\\\\\\\\\|n\ana\\\\\d,XX172966,AIAS,eng,AIAS,,Ginninderra (ACT SI55-16),,g,Australian Capital Territory (ACT SI55-16),"Cricket on the Limestone Plains , c1992"
00429nz  a2200133n  4500,XX173013\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160422n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX173013,AIAS,eng,AIAS,,Steep Island (WA West Kimberley SE51-02),,g,Pender map area (WA West Kimberley SE51-02),Wanjina 
00432nz  a2200133n  4500,XX173020\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160422n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX173020,AIAS,eng,AIAS,,Freshwater Cove (WA West Kimberley SE51-02),,g,Pender map area (WA West Kimberley SE51-02),Wanjina 
00281nz  a2200097n  4500,,160518\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX173757,AIAS,eng,AIAS,,Five Islands (NSW S Coast SI56-09),,g,Wollongong map area / Illawarra (NSW S Coast SI56-09),
00202nz  a2200073n  4500,,160518\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\,XX173758,,,,,Turalla (S NSW SI55-16),,g,"Canberra map area (ACT, S NSW SI55-16)",
00425nz  a2200133n  4500,XX173975\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160527n|\azznnaabn\\\\\\\\\\|n\ana\\\\\d,XX173975,AIAS,eng,AIAS,,Bentleigh (SW Melbourne SJ55-05),,g,Melbourne map area (Vic SJ55-05),Bentleigh high silver jubilee magazine 1980
00445nz  a2200133n  4500,XX173979\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160527n|\azznnaabn\\\\\\\\\\|n\ana\\\\\d,XX173979,AIAS,eng,AIAS,,Jericho (E Tas SK55-06),,g,Oatlands map area (E Tas SK55-06),"A history of Oatlands and Jericho , 1960]"
00446nz  a2200133n  4500,XX173980\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160527n|\azznnaabn\\\\\\\\\\|n\ana\\\\\d,XX173980,AIAS,eng,AIAS,,Oatlands (E Tas SK55-06),,g,Oatlands map area (E Tas SK55-06),"A history of Oatlands and Jericho , 1960]"
00430nz  a2200133n  4500,XX174163\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\{04},160603n|\aaznnaabn\\\\\\\\\\|n\ana\\\\\d,XX174163,AIAS,eng,AIAS,,Tusmore (Adelaide SA SI54-09),,g,Adelaide map area (SE SA SI54-09),Catalogue of Centralian art 
